userid venueid
23504 3fd66200f964a52005eb1ee3
1288654 5218358511d28ea506b9f963
1288654 4b105dc2f964a520c86e23e3
1288654 4adca4aff964a520382e21e3
1288654 4fb46e2be4b0106331d65819
1288654 4dd430611520ffa5f5cfe843
1288654 4af413a9f964a520faef21e3
1288654 4dd430611520ffa5f5cfe843
1288654 4fb46e2be4b0106331d65819
1288654 4dd430611520ffa5f5cfe843
1288654 4fb46e2be4b0106331d65819
1288654 4dd430611520ffa5f5cfe843
1288654 4dd430611520ffa5f5cfe843
1288654 4fb46e2be4b0106331d65819
1288654 4dd430611520ffa5f5cfe843
5841069 4b75e437f964a5208f2c2ee3
5841069 4db0df5343a1bea42bc05f55
5841069 4f09e4a9e4b0945c6c6cf573
5841069 4c8c4a7fcf3ea143be51f451
5841069 4f807dc5e4b00084da658a39
5841069 4d3af496cc48224b2427424f
5841069 4d4ec64ddeabf04dc4cfc524
5841069 4c1e6bd1b306c928660667b7
5841069 4c1e6bd1b306c928660667b7
5841069 4ff45669582fc5c7f1815009
5841069 50d60998e4b0be096e887edf
5841069 4ff45669582fc5c7f1815009
5841069 4ff45669582fc5c7f1815009
5841069 5036c38ee4b05a29672c73c7
5841069 5022884fe4b0ca9c5184e33e
5841069 4e40345db0fb875af8858a9e
526277 5332dd9b498e58c70501ac1d
64194281 4bd8e97f0f7cd13a68557c9f
64194281 4bd8e97f0f7cd13a68557c9f
64194281 4bd8e97f0f7cd13a68557c9f
64194281 4a78c47ff964a5205de61fe3
64194281 4a198a3ef964a520237a1fe3
64194281 4b5b3d8bf964a5208bed28e3
37516476 4b5626fef964a520bd0228e3
37516476 5006cd3ce4b0361f0a70bf51
20283730 4edb0f548b8173160d2ee2e6
20283730 4b058706f964a520127c22e3
20283730 4c18d0ef838020a1daace461
20283730 4b0586fff964a520337a22e3
20283730 4ce6c6fbae8e5941ddee0e4c
20283730 4cca3bc3c010f04d8416eecc
20283730 4c54a9664623be9ab5481ff3
20283730 4c168295955976b0a9a9a4f6
20283730 51b73642498e128d1862dd45
2655225 52cf9ddf498eb9318b4a112d
138482 4d0cedd6801054811a901b96
6850034 4af9a2caf964a520c01222e3
6850034 4ffc8d72e4b0f8e8b05e797c
6850034 4bb27dac4019a59341e936b8
6850034 4b4e3e76f964a5209be626e3
6850034 4b784cfaf964a5207dc32ee3
6850034 4d8548acf9f3a1cdf6fcc864
6850034 501d3998e4b0ad6cc8c7efae
6850034 4ace6c89f964a52078d020e3
6850034 4cddebf7aba88cfa802b3ed7
6850034 40bd1880f964a520bc001fe3
6850034 4b53c09ff964a5204caa27e3
6850034 49d13e72f964a5206a5b1fe3
6850034 4b64b339f964a5206ec92ae3
6850034 4b9be0def964a520813036e3
6850034 4b047108f964a520315422e3
6850034 4cddebf7aba88cfa802b3ed7
56149302 5137eb93e4b09c50bd47d948
43451118 4d8258dd0d5b8cfa25775228
31432570 4b11730af964a520cc7c23e3
31432570 4aa576f7f964a5207a4820e3
31016064 4b6bb55bf964a52048162ce3
84716354 4fcd6707e4b0cf727b451743
84716354 4f5f91cde4b080c3669de9ed
84716354 536ba2ee498e0ae55f659276
84716354 4f8debe8e4b0f39d144d5d69
84716354 4ea97c44e3005b03fea0154d
84716354 4e1c37bfc65be9fffd798d92
84716354 4dac21664df01c19b1ad0c5d
84716354 4e0ce23f62e12464ea8de2bb
84716354 4f63c57de4b0272f2b6f7039
84716354 506cbbcfe4b0406f29cb76a6
84716354 503e81d6e4b05f363368e4c1
84716354 4fd68201e4b047185978e57b
74569291 4f68ac19e4b050647557fa7e
74569291 4e9d681e2c5b8638e5665daf
74569291 50cc69ebe4b0d070222fd9a7
74569291 51111bdbe4b06f1f33d8aa55
74569291 4c4a250ff7cc1b8d064efa3d
74569291 4e9d681e2c5b8638e5665daf
74569291 51111bdbe4b06f1f33d8aa55
49477466 4d62bf881939a35d59be3bee
49477466 516b334ae4b010e0bed41090
49477466 4f65e626e4b05c1d5aa5a4c6
49477466 5321b21b498e0b72057be422
49477466 5321ac4311d290d3373bf601
49477466 5323738a498e8423271a69cb
49477466 5321b21b498e0b72057be422
49477466 5321ac4311d290d3373bf601
49477466 5323738a498e8423271a69cb
49477466 5321b21b498e0b72057be422
49477466 4e0cfb8fb61c3fe477f51b9f
49477466 4ef61ef777c8e88f46b193bb
49477466 4b5350d4f964a520f79627e3
49477466 5356a738498ed4a90ff03761
49477466 534f0f86498ece5bf50667bb
49477466 4ce319e247d5a143202e081d
49477466 530f6a0311d2e9ff23c5afd8
49477466 50fdc558e4b0396373c0d975
49477466 4d04253a37036dcb7dfb0efb
6020850 505baa69e4b03a3839669872
6020850 4b77472ff964a520368e2ee3
6020850 4e74f1d6483b0cf5ec86c8c8
73239944 4b5cd66af964a520894629e3
73239944 52e0439d498e4fe0861dac53
73239944 4c90d141ae45224b6459e297
73239944 4b71b009f964a52039562de3
39242781 52fc0147498ec066f5be0f4b
50485337 511bcc87a629ec8f6a17dc1e
50485337 4eea5b03aa1f7c7811173ee1
50485337 4a8c9ffdf964a520b70e20e3
50485337 517fc856e4b0371ca9c7093a
50485337 4bce27cfb6c49c74f8a99691
50485337 4cfbf608c6cca35dc2238f32
50485337 4caf6dd6ef1b3704886b3200
50485337 4f6b4124e4b01b218f1bc7d1
50485337 4d2764776e27a14381f30e24
50485337 4cc20d2391413704d276b155
50485337 4bceff0e937ca5937551af92
50485337 4ed463550aafb916268d147f
50485337 4bdcb82dafe8c9b60ab05085
50485337 4c2a7ef6ae6820a1306a1643
50485337 4b4d163ef964a5207bca26e3
50485337 4b672ecaf964a520ea3f2be3
50485337 4caf6dd6ef1b3704886b3200
50485337 4cc20d2391413704d276b155
156890 503b97cfe4b0ee7fafdf775c
156890 3fd66200f964a520b9ea1ee3
156890 42ec1480f964a520a2261fe3
156890 3fd66200f964a5204de71ee3
937416 4dfbf2f87d8b3050801332c0
18681256 423e0e80f964a52056201fe3
18681256 51ca1c8d498ef3bd0794bb0a
18681256 4bf6df1db182c9b639a9745a
18681256 49e63a33f964a52023641fe3
1022883 4adcda7df964a520694721e3
12622849 4c2a301a2219c928e5b1a248
62064616 4bb619b246d4a5933caec5c0
62064616 4bdeeb31e75c0f476a41c903
1737957 4b4cdf76f964a5208ac226e3
1737957 4b6ea434f964a520fac42ce3
1737957 4b4cdf76f964a5208ac226e3
1737957 4beabe66ca97d13a57906c77
1737957 4b058853f964a5201bbf22e3
1737957 4f08965be4b08f5248e31d69
1737957 4b6ea434f964a520fac42ce3
1737957 50b23b0ae4b0ea66e8a04608
1737957 4b4cdf76f964a5208ac226e3
1737957 4be55916cf200f47f913133c
1737957 4b4cdf76f964a5208ac226e3
1737957 4b05885cf964a520cec022e3
1737957 4b5e904cf964a520a89229e3
1737957 4a1c8506f964a520457b1fe3
1737957 4c38c5d193db0f4764362292
1737957 4bd07ea8462cb713e071d807
1737957 4bd1bbf4b221c9b6fe06d6d0
1737957 4b29f103f964a52049a424e3
3493004 52ecf098498e76c0d9858146
3493004 4b05884ff964a520adbd22e3
3493004 4b19385af964a52069d923e3
3493004 4db1bb7a1e729fcc5658f898
3493004 4da30c502939b1f765c41557
3493004 4fbb3512754a5155d9dbbab7
3493004 4b05884ff964a520adbd22e3
3493004 4afcfb75f964a520b42622e3
3493004 4b6bb55bf964a52048162ce3
31673013 4b05886cf964a520fcc422e3
31673013 4b095b58f964a5201b1623e3
43625989 4b348ddcf964a520e12725e3
43625989 4b869109f964a520d88f31e3
43625989 4d3163995c2db60cc2b3b76c
27614984 4cb6c8bbf6616dcb2a8ce108
52678209 4b4ce6c1f964a52085c326e3
67939938 52d91ed8498e69b178e7a173
53113785 4fa066f1e4b0bed4fa8870b1
53113785 4d3db692557d6dcb125e4744
60492273 4d6259b4b6b9a1cd40489151
